gid,depth,is_seed,in_deg,in_kzt,in_tx,out_deg,out_kzt,out_tx,pass_through,truncated,seed_payers_direct,seed_sources_2hop,pagerank,betweenness,fast_pass_share,taint_kzt,taint_share,role,role_score,peripheral_reason,evidence,priority_score,why,cluster_id
100000000343175100,0,True,8,178712,14,31,4000039,33,22.3825988182,False,1,3,0.000709762355094,0.00109469260903,1,74157.2148187,1,consolidator,0.8,,"Signs of consolidation: seed receives from 8 payers, 179K KZT observed in and 4.0M KZT observed out.",0.580430366101,"Signs of consolidation: seed receives from 8 payers, 179K KZT observed in and 4.0M KZT observed out. Priority drivers: high case-money inflow (74K KZT), 3 seeds within 2 hops.",11
100000000369781100,4,False,1,5000,1,0,0,0,0,True,0,0,0.000529321180088,0,0,5.97679686769,0.00119535937354,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.197948136785,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",5
100000000375150100,4,False,1,300000,1,0,0,0,0,True,0,0,0.000740799620925,0,0,20532.3940248,0.0684413134161,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.362603940646,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (21K KZT), high weighted network importance.",12
100000000404740100,4,False,1,25000,1,0,0,0,0,True,0,0,0.000554595626693,0,0,382.647963133,0.0153059185253,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.281533691741,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (383 KZT).",24
100000000408846100,3,False,1,40500,1,0,0,0,0,False,0,0,0.000294103134265,0,0,13.0700835835,0.000322718113174,peripheral,0.9,one_off_recipient,Single inflow of 40K KZT; 0 further outgoing transfers observed.,0.218863874032,"Single inflow of 40K KZT; 0 further outgoing transfers observed. Priority drivers: 0 seeds within 2 hops, strong bridge position.",25
100000000413678100,3,False,2,306500,2,3,528198,18,1.72332137031,False,0,0,0.000299057129749,5.76607337536e-05,0.147670002537,193.493457734,0.000366327509256,peripheral,0.6,other,"Limited role evidence: 2 payers, 3 recipients, 306K KZT received in observed graph.",0.387575954411,"Limited role evidence: 2 payers, 3 recipients, 306K KZT received in observed graph. Priority drivers: strong bridge position, high case-money inflow (193 KZT).",3
100000000424935100,4,False,1,15000,1,0,0,0,0,True,0,0,0.000299773941291,0,0,41.4485451186,0.00276323634124,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.180921449664,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (41 KZT).",27
100000000425407100,2,False,1,20000,1,0,0,0,0,False,0,1,0.000303432528633,0,0,5608.73898045,0.280436949023,peripheral,0.9,one_off_recipient,Single inflow of 20K KZT; 0 further outgoing transfers observed.,0.497136881481,"Single inflow of 20K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (6K KZT), 1 seeds within 2 hops.",2
100000000437046100,2,False,9,1107200,20,42,7606224,73,6.86978323699,False,0,1,0.000787535929383,0.0021971484948,0.867455126223,36889.8866259,0.00484996058831,coordinator,0.501006506345,,Bridge hypothesis: top 1% betweenness; links 9 payers and 42 recipients.,0.919238405867,"Bridge hypothesis: top 1% betweenness; links 9 payers and 42 recipients. Priority drivers: high case-money inflow (37K KZT), coordinator role signals.",0
100000000440392100,1,False,1,105705,4,0,0,0,0,False,1,1,0.000295327724304,0,0,105705,1,peripheral,0.9,one_off_recipient,Single inflow of 106K KZT; 0 further outgoing transfers observed.,0.573287081185,"Single inflow of 106K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (106K KZT), 1 seeds within 2 hops.",4
100000000456947100,0,True,0,0,0,0,0,0,,False,0,0,0.00028403728618,0,,0,1,peripheral,0.9,isolated_seed,Known seed with 0 observed transfers in this graph.,0.0845709468331,"Known seed with 0 observed transfers in this graph. Priority drivers: 0 seeds within 2 hops, strong bridge position.",69
100000000470237100,4,False,1,32500,1,0,0,0,0,True,0,0,0.000584077091739,0,0,2583.77893957,0.0795008904483,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.318199114575,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (3K KZT), high weighted network importance.",27
100000000481716100,3,False,1,8000,1,0,0,0,0,False,0,0,0.000374966985473,0,0,1153.7609659,0.144220120737,peripheral,0.9,one_off_recipient,Single inflow of 8K KZT; 0 further outgoing transfers observed.,0.40516236623,"Single inflow of 8K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (1K KZT), high weighted network importance.",7
100000000489417100,2,False,3,73504,3,1,80000,1,1.08837614279,False,0,1,0.000548475315164,1.40454814359e-05,1,23494.1996369,0.293677495461,transit,0.779059643013,,Pass-through hypothesis: forwards 109% of 74K KZT received; 100% forwarded within 2 days.,0.775686296189,"Pass-through hypothesis: forwards 109% of 74K KZT received; 100% forwarded within 2 days. Priority drivers: high case-money inflow (23K KZT), 1 seeds within 2 hops.",12
100000000490383100,2,False,3,62600,3,8,461375,9,7.37020766773,False,0,1,0.000544770443383,5.16502792616e-05,0.0108371714982,7415.16477933,0.0160718824803,peripheral,0.6,other,"Limited role evidence: 3 payers, 8 recipients, 63K KZT received in observed graph.",0.651924946216,"Limited role evidence: 3 payers, 8 recipients, 63K KZT received in observed graph. Priority drivers: high case-money inflow (7K KZT), 1 seeds within 2 hops.",4
100000000500040100,4,False,1,20000,1,0,0,0,0,True,0,0,0.000304384379275,0,0,4.05587069783,0.000202793534891,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.155720017874,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",0
100000000507799100,1,False,1,5132,1,1,8000,1,1.55884645362,False,1,1,0.000284585439327,0.000115321467507,0,5132,0.6415,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 5K KZT received in observed graph.",0.51921491125,"Limited role evidence: 1 payers, 1 recipients, 5K KZT received in observed graph. Priority drivers: high case-money inflow (5K KZT), 1 seeds within 2 hops.",36
100000000533217100,2,False,1,53587,1,0,0,0,0,False,0,1,0.000648452020564,0,0,53003.1456843,0.98910455305,peripheral,0.9,one_off_recipient,Single inflow of 54K KZT; 0 further outgoing transfers observed.,0.645429375642,"Single inflow of 54K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (53K KZT), 1 seeds within 2 hops.",0
100000000534581100,3,False,2,55960,2,1,40000,1,0.714796283059,False,0,0,0.000296821226619,1.92202445845e-05,0,409.557574633,0.00731875580117,peripheral,0.6,other,"Limited role evidence: 2 payers, 1 recipients, 56K KZT received in observed graph.",0.394175177707,"Limited role evidence: 2 payers, 1 recipients, 56K KZT received in observed graph. Priority drivers: high case-money inflow (410 KZT), strong bridge position.",3
100000000542087100,4,False,1,8506.91,1,0,0,0,0,True,0,0,0.000284877046504,0,0,0.411123998384,4.83282412044e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.104833441593,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",34
100000000552584100,3,False,1,2500000,3,1,57500,1,0.023,False,0,0,0.00139581597867,0,0,37362.5113748,0.0149450045499,terminal,1,,Possible holding point: receives 2.5M KZT from 1 payers; observed onward flow is 2%.,0.609620815309,"Possible holding point: receives 2.5M KZT from 1 payers; observed onward flow is 2%. Priority drivers: high case-money inflow (37K KZT), high weighted network importance.",22
100000000555721100,1,False,2,113000,3,0,0,0,0,False,1,1,0.000306382355642,0,0,95218.3474984,0.842640243348,terminal,0.5,,Money stops here in the observed graph: receives 113K KZT from 2 payers; no outgoing transfers were traced.,0.652256634926,"Money stops here in the observed graph: receives 113K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (95K KZT), 1 seeds within 2 hops.",0
100000000557536100,4,False,1,153000,7,0,0,0,0,True,0,0,0.000299140693838,0,0,7.39422090428,4.83282412044e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.153930280876,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",34
100000000560751100,3,False,1,25000,1,0,0,0,0,False,0,0,0.000549128325172,0,0,596.079434317,0.0238431773727,peripheral,0.9,one_off_recipient,Single inflow of 25K KZT; 0 further outgoing transfers observed.,0.414560213018,"Single inflow of 25K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (596 KZT), high weighted network importance.",12
100000000561160100,4,False,1,240000,1,0,0,0,0,True,0,0,0.000433670376444,0,0,474.553852845,0.00197730772019,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.273020348181,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (475 KZT), high weighted network importance.",2
100000000569479100,3,False,1,320000,1,0,0,0,0,False,0,0,0.000392671882698,0,0,4704.97064667,0.0147030332708,terminal,0.533333333333,,Money stops here in the observed graph: receives 320K KZT from 1 payers; no outgoing transfers were traced.,0.500992762737,"Money stops here in the observed graph: receives 320K KZT from 1 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (5K KZT), high weighted network importance.",0
100000000572276100,3,False,1,13075,1,1,34547,1,2.64221797323,False,0,0,0.000286063049852,1.38702795971e-06,0,8.68843794085,0.000251496162933,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 13K KZT received in observed graph.",0.234066273247,"Limited role evidence: 1 payers, 1 recipients, 13K KZT received in observed graph. Priority drivers: strong bridge position, 0 seeds within 2 hops.",1
100000000580561100,0,True,2,27980,3,3,1488077,13,53.1835954253,False,0,1,0.000828963607783,1.18888110832e-06,0.571207000713,18188.876905,1,peripheral,0.6,other,"Limited role evidence: 2 payers, 3 recipients, 28K KZT received in observed graph.",0.402681150407,"Limited role evidence: 2 payers, 3 recipients, 28K KZT received in observed graph. Priority drivers: high case-money inflow (18K KZT), 1 seeds within 2 hops.",41
100000000581662100,4,False,1,21160,1,0,0,0,0,True,0,0,0.000301268514162,0,0,6.78695006462,0.000320744331976,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.155961874225,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",13
100000000581682100,4,False,1,5000,1,0,0,0,0,True,0,0,0.000289282837883,0,0,13.8161817062,0.00276323634124,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.140821666644,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",27
100000000583220100,3,False,1,5000,1,1,761255,4,152.251,False,0,0,0.000296489783999,1.96165382873e-05,0.0525448108715,39.9564123078,5.24875531954e-05,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 5K KZT received in observed graph.",0.322343841416,"Limited role evidence: 1 payers, 1 recipients, 5K KZT received in observed graph. Priority drivers: strong bridge position, 0 seeds within 2 hops.",65
100000000594783100,3,False,1,2635000,10,2,152500,2,0.0578747628083,False,0,0,0.00145585202806,0,1,39380.086989,0.0149450045499,terminal,1,,Possible holding point: receives 2.6M KZT from 1 payers; observed onward flow is 6%.,0.611901175192,"Possible holding point: receives 2.6M KZT from 1 payers; observed onward flow is 6%. Priority drivers: high case-money inflow (39K KZT), high weighted network importance.",22
100000000596954100,2,False,1,120000,1,2,48100,2,0.400833333333,False,0,1,0.000512506055127,4.83478317384e-05,1,95325.01473,0.79437512275,peripheral,0.6,other,"Limited role evidence: 1 payers, 2 recipients, 120K KZT received in observed graph.",0.723859935229,"Limited role evidence: 1 payers, 2 recipients, 120K KZT received in observed graph. Priority drivers: high case-money inflow (95K KZT), 1 seeds within 2 hops.",2
100000000600707100,4,False,1,89000,2,0,0,0,0,True,0,0,0.000566529130596,0,0,5916.18496892,0.0664739884149,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.329179392918,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (6K KZT), high weighted network importance.",35
100000000607731100,1,False,1,20000,1,1,66666,1,3.3333,False,1,1,0.000315727075186,5.94440554161e-07,0,20000,0.30000300003,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 20K KZT received in observed graph.",0.609496432043,"Limited role evidence: 1 payers, 1 recipients, 20K KZT received in observed graph. Priority drivers: high case-money inflow (20K KZT), 1 seeds within 2 hops.",28
100000000607941100,2,False,2,50000,3,1,70000,4,1.4,False,0,1,0.000574372790255,5.76607337536e-05,0.285714285714,6696.54473774,0.0956649248248,peripheral,0.6,other,"Limited role evidence: 2 payers, 1 recipients, 50K KZT received in observed graph.",0.653479737045,"Limited role evidence: 2 payers, 1 recipients, 50K KZT received in observed graph. Priority drivers: high case-money inflow (7K KZT), 1 seeds within 2 hops.",4
100000000608031100,4,False,1,30000,1,0,0,0,0,True,0,0,0.00053542995533,0,0,73.7648074893,0.00245882691631,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.237322350752,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (74 KZT).",16
100000000611474100,3,False,1,32000,1,0,0,0,0,False,0,0,0.000591952030045,0,0,990.522327281,0.0309538227275,peripheral,0.9,one_off_recipient,Single inflow of 32K KZT; 0 further outgoing transfers observed.,0.432319379374,"Single inflow of 32K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (991 KZT), high weighted network importance.",21
100000000625169100,2,False,1,10000,1,0,0,0,0,False,0,1,0.000287408017732,0,0,171.850103637,0.0171850103637,peripheral,0.9,one_off_recipient,Single inflow of 10K KZT; 0 further outgoing transfers observed.,0.354545287026,"Single inflow of 10K KZT; 0 further outgoing transfers observed. Priority drivers: 1 seeds within 2 hops, high case-money inflow (172 KZT).",1
100000000627521100,4,False,1,6500,1,0,0,0,0,True,0,0,0.000284563457022,0,0,0.707037393513,0.000108774983617,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.104833441593,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",37
100000000629812100,2,False,2,22000,2,0,0,0,0,False,0,2,0.000296361813391,0,0,2314.98316795,0.105226507634,terminal,0.5,,Money stops here in the observed graph: receives 22K KZT from 2 payers; no outgoing transfers were traced.,0.569887271906,"Money stops here in the observed graph: receives 22K KZT from 2 payers; no outgoing transfers were traced. Priority drivers: 2 seeds within 2 hops, high case-money inflow (2K KZT).",54
100000000634341100,4,False,1,24000,2,0,0,0,0,True,0,0,0.000551576434978,0,0,116.399053028,0.00484996054282,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.250189108633,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, high case-money inflow (116 KZT).",0
100000000640800100,3,False,1,80000,1,4,518135,6,6.4766875,False,0,0,0.000301571934705,0.000145174954828,0.0310961428971,133.69813471,0.000258037258071,peripheral,0.6,other,"Limited role evidence: 1 payers, 4 recipients, 80K KZT received in observed graph.",0.386021163582,"Limited role evidence: 1 payers, 4 recipients, 80K KZT received in observed graph. Priority drivers: strong bridge position, high case-money inflow (134 KZT).",3
100000000646541100,2,False,3,25300,4,0,0,0,0,False,0,1,0.000502843033807,0,0,1270.35634714,0.0502117133256,terminal,0.75,,Money stops here in the observed graph: receives 25K KZT from 3 payers; no outgoing transfers were traced.,0.581496376762,"Money stops here in the observed graph: receives 25K KZT from 3 payers; no outgoing transfers were traced. Priority drivers: high case-money inflow (1K KZT), 1 seeds within 2 hops.",0
100000000655469100,4,False,1,20000,2,0,0,0,0,True,0,0,0.000343469767614,0,0,172.178094376,0.0086089047188,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.234468445808,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high case-money inflow (172 KZT), high weighted network importance.",20
100000000656682100,3,False,1,71000,1,2,80000,3,1.12676056338,False,0,0,0.000288008090983,3.84404891691e-05,0,60.0974232105,0.000751217790131,transit,0.683098591549,,Pass-through hypothesis: forwards 113% of 71K KZT received; 0% forwarded within 2 days.,0.411485182268,"Pass-through hypothesis: forwards 113% of 71K KZT received; 0% forwarded within 2 days. Priority drivers: strong bridge position, transit role signals.",0
100000000661131100,3,False,1,15600,1,0,0,0,0,False,0,0,0.000286454258515,0,0,10.3663198376,0.0006645076819,peripheral,0.9,one_off_recipient,Single inflow of 16K KZT; 0 further outgoing transfers observed.,0.17667721621,"Single inflow of 16K KZT; 0 further outgoing transfers observed. Priority drivers: 0 seeds within 2 hops, strong bridge position.",1
100000000661912100,1,False,5,393036,9,2,430700,8,1.09582837196,False,1,1,0.0017931419247,0.00133369054521,0.75156721616,38023.8545761,0.0882838508848,consolidator,0.5,,"Signs of consolidation: receives from 5 payers (1 seeds within 2 hops), 393K KZT in, forwards 110%.",0.907104127221,"Signs of consolidation: receives from 5 payers (1 seeds within 2 hops), 393K KZT in, forwards 110%. Priority drivers: high case-money inflow (38K KZT), consolidator role signals.",3
100000000667713100,1,False,2,119495,10,6,79236,7,0.663090505879,False,1,1,0.000318341711655,0.000139676253688,0.472638699581,107665.44612,0.901003775217,peripheral,0.6,other,"Limited role evidence: 2 payers, 6 recipients, 119K KZT received in observed graph.",0.696426514827,"Limited role evidence: 2 payers, 6 recipients, 119K KZT received in observed graph. Priority drivers: high case-money inflow (108K KZT), 1 seeds within 2 hops.",4
100000000673868100,3,False,1,2030650,5,5,383000,19,0.188609558516,False,0,0,0.00116249089914,4.10163982371e-05,0.762402088773,3350.61010299,0.00165001851771,terminal,1,,Possible holding point: receives 2.0M KZT from 1 payers; observed onward flow is 19%.,0.617291116731,"Possible holding point: receives 2.0M KZT from 1 payers; observed onward flow is 19%. Priority drivers: high case-money inflow (3K KZT), high weighted network importance.",29
100000000673915100,4,False,1,20200,1,0,0,0,0,True,0,0,0.000286031330851,0,0,0.97623047233,4.83282412044e-05,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.111218449263,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: 0 seeds within 2 hops, strong bridge position.",34
100000000703894100,1,False,1,120000,1,1,35000,1,0.291666666667,False,1,1,0.000474176020216,5.94440554161e-07,0,120000,1,peripheral,0.6,other,"Limited role evidence: 1 payers, 1 recipients, 120K KZT received in observed graph.",0.70074537824,"Limited role evidence: 1 payers, 1 recipients, 120K KZT received in observed graph. Priority drivers: high case-money inflow (120K KZT), 1 seeds within 2 hops.",28
100000000703902100,1,False,1,25499,1,0,0,0,0,False,1,1,0.000289348931203,0,0,25499,1,peripheral,0.9,one_off_recipient,Single inflow of 25K KZT; 0 further outgoing transfers observed.,0.510266226258,"Single inflow of 25K KZT; 0 further outgoing transfers observed. Priority drivers: high case-money inflow (25K KZT), 1 seeds within 2 hops.",1
100000000704700100,4,False,1,10000,1,0,0,0,0,True,0,0,0.000530097138902,0,0,23.5705427276,0.00235705427276,peripheral,0.9,cut_off_hop4,Outgoing transfers not observed: graph cut off at hop 4.,0.216184105661,"Outgoing transfers not observed: graph cut off at hop 4. Priority drivers: high weighted network importance, 0 seeds within 2 hops.",23
100000000706545100,1,False,3,1070300,8,1,75800,3,0.0708212650659,False,1,1,0.00341355771127,1.96165382873e-05,0,730574.930741,0.68258892903,terminal,1,,Possible holding point: receives 1.1M KZT from 3 payers; observed onward flow is 7%.,0.831264885683,"Possible holding point: receives 1.1M KZT from 3 payers; observed onward flow is 7%. Priority drivers: high case-money inflow (731K KZT), high weighted network importance.",4
